CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;40;100;72;1100;148
01:00;41;180;152;2530;273
02:00;33;158;47;1570;105
03:00;31;136;33;1370;81
04:00;30;106;39;1430;89
05:00;32;167;48;1370;105
06:00;31;180;55;1150;115
07:00;41;122;159;1590;282
08:00;60;120;288;2590;500
09:00;67;141;260;2190;463
10:00;52;120;184;1680;333
11:00;45;134;115;1320;220
12:00;48;120;122;1510;234
13:00;50;173;118;1270;229
14:00;48;167;92;1140;187
15:00;64;131;172;1660;325
16:00;60;170;152;1710;292
17:00;;136;;;
18:00;68;123;178;1670;339
19:00;55;130;104;1320;214
20:00;44;108;65;940;143
21:00;44;84;81;900;167
22:00;39;82;61;800;132
23:00;41;87;76;950;156
