CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;28;18;16;570;52
01:00;17;19;10;440;32
02:00;30;28;11;490;47
03:00;29;24;14;430;50
04:00;23;20;7;370;33
05:00;36;25;19;350;65
06:00;51;41;51;630;129
07:00;65;44;121;1330;250
08:00;65;46;112;1320;235
09:00;66;58;99;1180;218
10:00;61;35;88;1140;195
11:00;57;34;68;940;160
12:00;63;36;75;1000;178
13:00;57;36;64;870;154
14:00;61;41;58;870;148
15:00;54;37;49;790;129
16:00;61;42;59;920;151
17:00;54;23;51;830;132
18:00;64;40;76;1160;180
19:00;64;30;64;1060;161
20:00;53;38;49;850;128
21:00;53;28;46;910;122
22:00;49;45;43;830;114
23:00;46;36;39;840;106
