CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;64;87;74;1520;176
01:00;37;90;23;800;72
02:00;35;79;19;820;64
03:00;30;82;15;700;54
04:00;28;68;17;540;53
05:00;33;39;22;520;66
06:00;41;32;40;560;102
07:00;62;30;85;1020;191
08:00;;40;;;
09:00;66;43;85;910;195
10:00;66;35;71;770;174
11:00;62;29;66;800;161
12:00;53;25;54;650;134
13:00;61;22;67;760;161
14:00;72;33;82;940;197
15:00;56;56;56;760;141
16:00;66;63;85;1030;195
17:00;87;59;146;1670;309
18:00;97;96;186;2200;381
19:00;83;126;151;1730;313
20:00;79;96;151;1880;309
21:00;78;119;138;1660;289
22:00;70;109;104;1420;229
23:00;64;95;85;1350;193
