CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.25103;34.2726;33.1637;28.006;45.9571;743.689;1007.71;104.711
01:00;2.34672;28.0883;29.479;23.8478;39.9134;752.95;1034.38;89.2931
02:00;2.13984;23.8517;26.8027;22.1016;25.1381;700.611;991.464;62.405
03:00;1.98371;18.8205;27.5969;22.6421;14.9238;611.79;919.974;41.7071
04:00;1.84656;20.3007;30.3015;24.616;23.6223;632.931;858.945;56.4985
05:00;1.76191;27.8536;29.6817;24.1365;54.0401;628.781;805.269;110.866
06:00;1.80177;32.8004;30.2978;23.8468;86.9083;776.913;750.951;165.942
07:00;1.99038;47.4649;32.0247;25.3627;152.458;1067.39;761.53;281.271
08:00;2.25857;43.455;36.2612;28.8708;179.075;1111.81;785.397;317.865
09:00;2.63958;51.7313;44.8067;35.8573;222.517;1164.84;836.883;392.978
10:00;2.83037;44.5714;48.4187;39.2736;192.079;1176.76;896.402;338.929
11:00;2.7527;51.3091;43.694;35.0368;213.731;1146.79;963.277;378.997
12:00;2.6401;55.563;39.6357;30.7299;172.227;1054.54;1015.98;319.54
13:00;2.68835;;48.3992;34.148;;;1071.29;
14:00;3.04278;58.7977;71.2819;44.4553;233.647;1355.16;1153.9;417.017
15:00;3.1909;64.7393;80.1048;47.6792;226.612;1415.12;1203.57;412.305
16:00;3.13992;50.8682;74.394;45.0859;149.342;1148.07;1208.75;279.749
17:00;3.06895;52.759;64.7407;39.6095;148.739;1145.15;1205.94;280.767
18:00;2.95278;53.4462;67.3627;41.7455;127.932;1082.4;1192.46;249.506
19:00;2.9814;58.0515;72.1475;45.4055;144.392;1136.59;1191;279.508
20:00;2.96612;62.1798;77.9672;48.3395;137.998;1186.57;1209.87;273.694
21:00;2.83623;48.0491;60.2802;39.1184;106.143;1051.73;1190.1;210.609
22:00;2.6336;35.5882;43.8591;31.187;71.715;876.97;1130.32;145.658
23:00;2.46645;33.4425;38.7467;29.4264;67.0387;838.561;1058.26;136.292
