CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;85;75;83;209
01:00;70;83;67;171
02:00;36;58;15;58
03:00;42;60;18;69
04:00;40;68;20;69
05:00;45;47;26;83
06:00;;45;;
07:00;80;69;225;422
08:00;82;86;215;409
09:00;82;112;162;328
10:00;104;142;197;404
11:00;111;173;157;350
12:00;96;186;88;228
13:00;107;125;91;244
14:00;115;94;92;254
15:00;122;75;68;224
16:00;154;71;108;318
17:00;129;73;77;244
18:00;133;62;97;279
19:00;138;78;108;300
20:00;141;83;124;330
21:00;126;79;132;325
22:00;117;100;135;321
23:00;104;81;132;304
