CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;16;21;7;450;28
01:00;37;61;20;980;68
02:00;31;52;10;750;46
03:00;27;41;7;640;38
04:00;16;34;4;490;23
05:00;17;36;9;390;31
06:00;24;19;23;450;59
07:00;45;27;68;1040;148
08:00;67;17;123;1870;255
09:00;73;46;150;1820;301
10:00;57;42;97;1410;206
11:00;61;50;95;1410;207
12:00;51;44;88;1340;185
13:00;42;47;72;1110;152
14:00;52;60;62;930;147
15:00;49;39;73;1110;160
16:00;49;29;76;1200;166
17:00;37;41;53;990;120
18:00;43;31;66;1050;144
19:00;46;40;84;1600;175
20:00;40;38;69;1370;146
21:00;42;33;61;1070;136
22:00;33;37;37;880;90
23:00;19;18;20;550;49
