CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;60;22;93
01:00;51;17;76
02:00;43;38;100
03:00;34;24;70
04:00;35;35;89
05:00;34;27;74
06:00;33;41;95
07:00;29;41;90
08:00;27;44;94
09:00;35;65;134
10:00;40;67;141
11:00;57;61;149
12:00;60;54;142
13:00;76;63;172
14:00;81;52;161
15:00;83;60;175
16:00;75;52;154
17:00;62;38;119
18:00;65;42;129
19:00;67;56;153
20:00;80;62;175
21:00;74;63;170
22:00;69;91;208
23:00;68;58;156
