CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;86;73;94;1200;227
01:00;69;66;52;720;147
02:00;54;31;19;390;82
03:00;45;36;17;290;69
04:00;36;30;15;260;57
05:00;44;34;24;270;79
06:00;65;59;97;550;211
07:00;66;58;135;790;270
08:00;74;61;129;1080;272
09:00;88;61;124;1050;276
10:00;92;52;80;680;212
11:00;101;50;96;740;247
12:00;92;52;69;570;196
13:00;90;48;71;;196
14:00;101;46;74;;213
15:00;100;42;71;670;207
16:00;102;42;70;680;208
17:00;105;42;78;700;223
18:00;;47;;;
19:00;106;50;76;680;221
20:00;127;63;113;880;299
21:00;141;75;163;1250;389
22:00;138;93;207;1700;453
23:00;107;78;102;1300;261
