CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;46;33;1230
01:00;44;35;1210
02:00;59;47;1280
03:00;58;47;1270
04:00;47;40;1210
05:00;48;39;1160
06:00;55;43;1110
07:00;49;44;1090
08:00;54;47;1050
09:00;53;46;1030
10:00;41;32;1000
11:00;30;24;980
12:00;31;24;990
13:00;30;23;990
14:00;29;23;980
15:00;30;22;990
16:00;28;21;970
17:00;27;20;970
18:00;29;21;980
19:00;31;22;1020
20:00;34;23;1050
21:00;42;25;1110
22:00;48;30;1180
23:00;47;32;1220
