CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;41;30;970
01:00;36;28;910
02:00;29;23;850
03:00;29;22;770
04:00;31;23;730
05:00;38;27;670
06:00;44;29;680
07:00;47;32;720
08:00;42;29;880
09:00;33;23;970
10:00;39;17;960
11:00;40;17;880
12:00;39;17;790
13:00;48;17;750
14:00;37;15;730
15:00;29;20;700
16:00;31;23;760
17:00;35;20;820
18:00;26;14;800
19:00;33;18;800
20:00;28;20;840
21:00;29;21;870
22:00;35;25;910
23:00;42;29;970
