CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;35;40;12;470;53
01:00;24;44;10;350;39
02:00;11;7;4;400;16
03:00;11;19;7;380;23
04:00;24;21;14;410;46
05:00;35;18;33;560;84
06:00;49;14;80;950;172
07:00;51;19;81;1150;175
08:00;44;17;79;1170;164
09:00;39;34;45;750;107
10:00;43;35;52;870;123
11:00;40;16;41;770;103
12:00;33;25;31;660;80
13:00;35;35;28;640;78
14:00;34;22;28;640;77
15:00;42;33;32;680;91
16:00;53;31;44;840;120
17:00;53;28;42;880;115
18:00;58;23;52;890;136
19:00;79;55;93;1450;221
20:00;72;31;78;1130;191
21:00;65;43;58;920;153
22:00;63;60;49;840;138
23:00;50;38;24;680;87
