CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;1.32713;39.199;41.7136;30.8586;40.1177;485.94;648.299;100.5
01:00;2.3562;21.2928;52.7304;44.6325;15.4905;526.69;714.46;45
02:00;2.15136;21.2141;51.0983;43.1542;11.4142;502.3;687.94;38.6
03:00;1.82398;18.7532;45.1097;38.1826;7.61155;432.792;618.505;30.4
04:00;1.55358;16.6367;37.8496;29.5613;8.55858;391.258;542.016;29.7
05:00;1.54134;26.2963;42.0274;30.4592;24.3286;412.766;496.171;63.4
06:00;1.67802;34.934;51.9983;34.6882;71.195;533.08;499.029;143.7
07:00;2.15423;59.2313;59.7269;40.7078;145.059;961.03;537.606;280.9
08:00;2.68952;62.2182;52.4131;41.4925;181.819;1217.51;622.178;340
09:00;2.9646;55.9638;52.8068;42.9131;197.471;1157.5;701.029;357.8
10:00;2.835;49.8863;50.1293;39.4293;149.509;840.79;743.341;278.3
11:00;2.34874;40.8473;41.2924;26.4497;87.8349;627.05;767.623;175
12:00;2.16047;35.103;33.5773;20.1535;70.3107;515.3;783.128;142.5
13:00;1.98667;44.7461;48.2883;26.1408;102.156;590.72;805.372;200.9
14:00;1.69513;55.0551;52.6167;30.208;120.966;677.75;823.456;240
15:00;1.80958;61.063;62.293;31.4526;129.917;725.61;794.029;259.6
16:00;1.96139;60.7882;50.9483;28.6478;144.918;809.19;742.989;282.2
17:00;2.07531;62.8649;58.7102;34.3388;137.8;791.38;697.224;273.5
18:00;2.1984;61.4472;60.6649;37.9571;150.092;837.57;696.821;290.8
19:00;2.11837;58.9496;51.5521;35.7038;141.006;784.52;716.505;274.4
20:00;1.88876;63.688;54.8106;33.9693;115.199;672.26;736.125;239.7
21:00;1.63607;56.0413;48.2854;31.5355;85.7683;590.28;736.07;187.1
22:00;1.49075;53.6527;45.3081;30.4946;70.0305;505.98;714.599;160.7
23:00;1.43433;47.0502;45.4562;32.6761;51.6507;518.46;688.705;126.1
