CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;70;50;104;227
01:00;56;66;88;188
02:00;;42;;
03:00;43;34;42;106
04:00;36;35;35;88
05:00;40;28;45;107
06:00;47;34;106;207
07:00;62;46;197;362
08:00;67;54;216;396
09:00;76;69;187;361
10:00;70;74;125;259
11:00;81;82;139;292
12:00;75;68;84;201
13:00;70;49;87;200
14:00;72;46;72;181
15:00;87;33;86;217
16:00;88;40;86;218
17:00;87;31;82;211
18:00;103;34;102;256
19:00;110;37;111;277
20:00;105;32;102;260
21:00;107;49;124;295
22:00;99;71;133;302
23:00;89;55;148;314
