CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;37;57;39;97
01:00;21;35;14;42
02:00;15;38;8;27
03:00;18;35;10;33
04:00;17;27;8;30
05:00;21;36;11;38
06:00;32;31;34;84
07:00;48;51;73;159
08:00;49;56;69;155
09:00;48;64;79;168
10:00;45;66;66;147
11:00;55;62;86;188
12:00;61;55;95;205
13:00;59;75;98;208
14:00;53;67;83;179
15:00;60;75;96;205
16:00;72;75;117;251
17:00;65;81;120;248
18:00;64;97;133;267
19:00;64;87;131;263
20:00;47;87;61;140
21:00;44;84;60;137
22:00;48;68;75;163
23:00;42;59;65;142
