CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;82;124;1780;270
01:00;45;60;820;136
02:00;32;25;530;70
03:00;23;12;360;41
04:00;24;16;310;48
05:00;37;28;290;79
06:00;50;49;400;125
07:00;60;81;660;183
08:00;62;87;700;195
09:00;68;98;870;217
10:00;62;79;610;183
11:00;70;97;650;218
12:00;52;62;550;146
13:00;52;51;500;130
14:00;64;62;590;159
15:00;64;65;620;163
16:00;89;109;860;256
17:00;93;125;920;283
18:00;115;183;1340;395
19:00;111;160;1380;355
20:00;99;131;1550;298
21:00;106;137;1910;316
22:00;84;85;1680;214
23:00;87;145;2030;308
