CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;55;242;2360;425
01:00;20;12;430;39
02:00;17;7;350;29
03:00;16;8;350;30
04:00;16;8;320;29
05:00;19;14;320;40
06:00;34;45;430;103
07:00;44;89;800;180
08:00;48;100;850;200
09:00;65;177;1100;335
10:00;55;101;720;209
11:00;57;133;940;260
12:00;56;122;1000;242
13:00;49;93;850;191
14:00;57;123;1050;246
15:00;71;171;1220;332
16:00;70;163;1410;319
17:00;86;216;2070;416
18:00;82;230;1880;434
19:00;65;153;1410;298
20:00;60;172;2200;322
21:00;68;243;2150;439
22:00;60;226;2160;406
23:00;60;254;2290;449
