CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;104;56;1090;133
01:00;40;113;34;800;92
02:00;34;67;36;670;89
03:00;33;49;30;640;79
04:00;34;52;56;800;119
05:00;36;45;120;1090;220
06:00;39;49;169;1490;298
07:00;45;75;182;1870;324
08:00;80;101;309;2670;552
09:00;91;113;286;2890;526
10:00;95;214;182;2290;373
11:00;89;245;128;1710;285
12:00;85;207;85;1290;214
13:00;95;161;102;1380;250
14:00;96;168;96;1300;241
15:00;100;144;96;1320;247
16:00;105;109;109;1520;270
17:00;97;87;130;1800;295
18:00;102;111;177;2210;372
19:00;101;92;289;3110;543
20:00;86;91;221;2680;424
21:00;65;182;107;1700;229
22:00;57;116;111;1630;226
23:00;51;118;90;1240;189
