CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;72;39;22;66;800;172
01:00;67;41;23;53;710;147
02:00;45;48;35;31;550;92
03:00;42;46;33;25;500;80
04:00;35;35;25;47;460;107
05:00;33;36;25;91;540;171
06:00;44;39;27;153;750;277
07:00;67;46;33;186;1160;351
08:00;74;44;31;168;1050;331
09:00;117;42;26;210;1190;437
10:00;118;32;18;180;1070;393
11:00;109;25;15;109;850;275
12:00;99;29;15;97;680;247
13:00;101;25;14;88;690;235
14:00;91;24;13;66;540;191
15:00;99;27;13;80;610;220
16:00;103;25;13;94;740;247
17:00;105;24;14;92;720;246
18:00;107;26;14;89;700;244
19:00;108;25;14;104;730;266
20:00;99;24;14;88;660;234
21:00;138;29;15;224;1260;480
22:00;117;33;17;169;1300;374
23:00;86;35;20;90;1090;224
