CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;33;23;1020
01:00;36;25;930
02:00;8;7;840
03:00;8;7;740
04:00;10;7;610
05:00;13;8;510
06:00;18;12;440
07:00;26;17;500
08:00;27;14;540
09:00;28;13;560
10:00;28;13;560
11:00;29;12;570
12:00;41;14;560
13:00;40;16;560
14:00;26;15;600
15:00;26;13;700
16:00;32;15;810
17:00;37;15;860
18:00;28;15;890
19:00;29;17;910
20:00;32;20;960
21:00;37;25;1030
22:00;36;27;1060
23:00;32;24;1090
