CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;38;31;35;690;91
01:00;33;32;30;800;79
02:00;36;28;8;480;48
03:00;29;30;6;350;39
04:00;25;29;8;340;37
05:00;26;16;17;400;52
06:00;42;18;43;490;107
07:00;49;36;62;740;145
08:00;56;45;88;1010;191
09:00;64;28;119;1260;246
10:00;62;48;117;970;240
11:00;61;43;100;890;214
12:00;62;48;100;960;215
13:00;57;47;85;940;187
14:00;55;51;105;1130;216
15:00;54;47;103;1300;212
16:00;62;40;117;1480;241
17:00;79;65;160;2130;322
18:00;87;69;168;2190;344
19:00;67;56;101;1400;221
20:00;50;34;69;1010;156
21:00;46;29;56;890;132
22:00;46;30;57;840;133
23:00;49;20;68;850;154
