CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;80;290;478;811
01:00;68;298;308;539
02:00;59;286;195;356
03:00;50;300;182;328
04:00;50;270;182;328
05:00;56;304;210;376
06:00;64;284;319;551
07:00;66;322;355;610
08:00;89;370;494;845
09:00;96;278;453;789
10:00;120;261;470;838
11:00;159;417;586;1055
12:00;193;317;614;1131
13:00;186;278;486;928
14:00;204;291;538;1027
15:00;210;316;677;1245
16:00;225;325;867;1536
17:00;227;326;982;1699
18:00;184;319;801;1405
19:00;150;281;700;1221
20:00;112;341;488;859
21:00;95;360;487;840
22:00;87;302;417;725
23:00;96;311;517;888
