CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;69;38;22;126;1140;261
01:00;51;30;20;60;860;144
02:00;31;28;18;42;810;96
03:00;26;28;18;51;790;103
04:00;22;27;18;45;670;91
05:00;27;27;18;75;700;141
06:00;45;34;22;180;990;320
07:00;74;38;24;309;1500;545
08:00;71;35;22;200;1310;376
09:00;77;35;20;196;1270;376
10:00;68;30;16;128;820;264
11:00;70;25;14;92;740;210
12:00;72;23;12;76;700;188
13:00;84;27;13;79;720;205
14:00;75;22;12;71;700;183
15:00;77;22;12;62;660;171
16:00;98;25;13;100;790;251
17:00;101;23;13;85;880;232
18:00;91;24;13;75;810;205
19:00;93;21;12;75;870;207
20:00;92;23;13;83;1020;218
21:00;114;35;18;218;1520;447
22:00;115;46;22;256;1730;506
23:00;96;43;23;219;1800;430
