CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;57;47;1340
01:00;58;47;1330
02:00;42;34;920
03:00;47;37;840
04:00;50;39;820
05:00;51;39;770
06:00;54;42;750
07:00;62;48;760
08:00;69;50;780
09:00;63;51;810
10:00;59;48;900
11:00;51;41;1020
12:00;43;30;1060
13:00;40;29;1090
14:00;42;30;1080
15:00;40;27;1080
16:00;35;24;1060
17:00;32;23;1030
18:00;36;26;1050
19:00;39;32;1070
20:00;42;36;1160
21:00;49;39;1210
22:00;56;44;1290
23:00;57;46;1340
