CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;10.1008;56.3113;119.531;90.5886;187.716;2035.08;2000.22;344.285
01:00;8.8335;68.199;120.546;90.5922;260.703;2147.44;1862.57;468.157
02:00;8.38919;52.8535;124.034;94.2399;139.894;1859;1863.1;267.424
03:00;7.91275;51.5686;124.968;95.2686;143.199;1739;1885.03;271.211
04:00;7.57632;48.5578;114.086;86.7016;178.85;1590.42;1869.6;322.97
05:00;7.19939;61.2962;114.551;86.6611;198.061;1642.66;1884.41;365.131
06:00;7.45512;67.3334;114.914;86.862;256.642;1770.97;1904.99;461.049
07:00;8.16209;94.3019;131.833;99.3645;448.513;2478.94;1927.86;782.38
08:00;8.47538;81.4524;128.258;96.8859;380.799;2297.93;1940.79;665.774
09:00;9.14462;91.2602;142.178;107.196;372.81;2709.56;2011.06;663.155
10:00;9.59072;86.1626;158.834;118.32;308.372;2588.87;2102.29;559.27
11:00;9.50519;100.455;144.342;105.993;334.22;2451.18;2191.32;613.204
12:00;9.32659;114.15;146.39;103.438;341.887;2538.56;2309.83;638.563
13:00;8.82832;108.962;154.736;99.036;246.705;2040.64;2359.58;487.433
14:00;8.27832;95.3726;133.918;82.8638;202.821;1588.65;2336.79;406.354
15:00;8.23711;105.932;125.561;79.6605;236.878;1787.19;2250.32;469.33
16:00;8.67413;107.711;129.893;83.993;307.379;2142.65;2230.91;579.037
17:00;9.74969;94.812;114.973;79.5229;250.334;1997.3;2141.88;478.826
18:00;10.2831;86.1615;119.558;81.5095;233.557;2432.79;2122.37;444.465
19:00;10.384;74.2972;131.925;92.4246;222.659;1957.28;2060.63;415.839
20:00;10.2767;72.4177;104.608;76.9928;241.778;2181.87;2016.05;443.206
21:00;9.93944;64.8709;102.824;77.0075;200.355;1858.28;1993.25;372.326
22:00;9.53425;65.1605;105.993;80.139;191.827;1856.94;2026.79;359.378
23:00;9.59144;57.5101;107.366;81.4026;155.826;1682.18;2013.66;296.578
