CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;68;79;1230;188
01:00;54;74;900;168
02:00;34;20;490;65
03:00;25;12;420;45
04:00;26;14;420;47
05:00;41;35;450;95
06:00;53;86;590;185
07:00;65;143;1220;284
08:00;71;123;1020;259
09:00;72;102;900;228
10:00;72;84;1010;200
11:00;72;69;750;177
12:00;62;48;690;136
13:00;74;66;830;175
14:00;68;54;710;150
15:00;83;68;840;186
16:00;75;59;890;165
17:00;80;68;960;184
18:00;105;95;1220;249
19:00;113;102;1220;269
20:00;110;118;1230;289
21:00;112;134;1310;316
22:00;101;153;1670;335
23:00;82;123;1630;269
