CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;36.4778;51.53;16.7029;61.9
01:00;38.2262;87.55;17.4992;64.8
02:00;30.8278;69.31;9.06015;44.6
03:00;36.2085;79.37;12.6442;55.4
04:00;35.1617;99.98;8.40582;48
05:00;38.9427;102.7;16.1829;63.5
06:00;43.643;94.8;33.9963;95.3
07:00;52.2619;90;89.783;188.8
08:00;60.1489;104;120.784;243.7
09:00;60.9264;99.75;114.094;234.3
10:00;76.6;99.62;156.662;314.8
11:00;58.1938;92.06;64.9039;156.8
12:00;52.1259;101;39.0401;111.4
13:00;48.2228;82.78;29.1216;92.4
14:00;46.5614;77.96;25.3498;85.1
15:00;51.4583;53.26;31.7427;99.7
16:00;44.9591;38.62;25.9916;84.5
17:00;47.5791;33.94;35.2804;101.3
18:00;49.7922;32.9;35.8755;104.4
19:00;42.1362;30.38;30.9769;89.2
20:00;42.3184;36.65;30.423;88.5
21:00;39.5534;32.9;32.0043;88.2
22:00;39.2709;34.67;29.3263;83.8
23:00;39.504;46.31;27.081;80.7
