CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;30.2346;30.2464;11.3477;47.6279
01:00;38.0615;54.6399;12.9276;57.8784
02:00;28.4059;59.4065;5.79232;37.2835
03:00;25.4769;43.4851;4.41334;32.2507
04:00;22.244;47.1196;3.68662;27.8955
05:00;21.8919;30.9259;4.02642;28.0724
06:00;20.4977;27.8486;5.33092;28.6731
07:00;30.2239;35.6279;16.9634;56.3041
08:00;37.8831;21.9588;18.4778;66.2088
09:00;38.7053;32.5499;22.9496;73.8908
10:00;40.203;32.3706;26.1787;80.3348
11:00;32.829;42.272;25.3719;71.7308
12:00;36.3365;18.3776;28.3987;79.8701
13:00;33.7187;17.8613;30.1002;79.7431
14:00;39.5226;34.2038;30.5927;86.4256
15:00;32.9013;27.5191;25.2005;71.4913
16:00;60.108;31.7979;54.3928;143.584
17:00;76.4136;39.0794;99.9131;229.607
18:00;69.0907;40.9248;76.4976;186.261
19:00;58.8014;33.5708;57.8605;147.477
20:00;72.7431;46.1543;87.892;207.441
21:00;63.4731;45.2028;76.6039;180.908
22:00;46.4632;39.7654;26.2608;86.7273
23:00;37.0301;32.5204;19.1162;66.3501
