CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;52.6852;80.43;84.0966;181.564
01:00;20.7367;18.91;4.59797;27.7787
02:00;25.4859;19.64;6.36801;35.2567
03:00;13.376;11.46;3.11819;18.1433
04:00;14.2375;12.7;2.50751;18.0758
05:00;22.6232;14.61;5.06559;30.3881
06:00;27.9811;15.98;9.3002;42.2387
07:00;45.487;15.34;31.299;93.4782
08:00;49.6568;25.43;25.6716;89.0195
09:00;41.1882;21.3;19.6974;71.3877
10:00;38.7531;14.76;25.4163;77.8301
11:00;31.659;14.72;24.1821;68.7322
12:00;40.656;24.41;31.3281;88.7667
13:00;43.3992;30.11;27.1655;85.05
14:00;51.3696;23.85;43.4216;117.93
15:00;66.3289;32.78;63.4917;163.673
16:00;73.5923;42.8;86.0614;205.492
17:00;84.8434;48.25;108.86;251.771
18:00;86.1165;64.01;134.835;292.854
19:00;80.5026;70.11;112.16;252.482
20:00;70.4083;86.56;96.9411;219.048
21:00;59.9837;79.93;52.5836;140.612
22:00;57.5395;71.38;59.5941;148.908
23:00;53.3979;73.96;62.1075;148.717
