CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
23:00;69.037;122.5;116.018;245.3
00:00;61.8521;85.54;81.9882;186.5
01:00;57.7371;71.36;33.2319;108.2
02:00;38.693;94.27;10.3182;54.4
03:00;36.8926;72.88;8.94792;50.4
04:00;33.9184;69.85;7.81627;45.8
05:00;42.0507;74.89;11.3674;59.4
06:00;49.2128;76.35;35.7726;103.6
07:00;51.5735;61.5;57.76;139.5
08:00;61.2998;57.37;101.56;215.7
09:00;66.2912;61.31;131.847;266.6
10:00;75.1081;86.15;170.776;334.7
11:00;82.2919;84.06;164.726;332.6
12:00;66.1711;80.52;90.2502;203.5
13:00;60.415;72.84;77.871;178.8
14:00;58.3298;63.25;50.8686;135.7
15:00;50.7987;45.87;40.5798;112.5
16:00;62.8841;49.96;57.5553;150.5
17:00;67.0119;50.61;63.41;163.4
18:00;65.9199;57.12;55.5954;150.4
19:00;58.88;55.99;41.911;122.6
20:00;54.1712;54.97;37.8794;111.8
21:00;47.9891;55.23;26.7457;88.6
22:00;42.2749;62.15;25.003;80.3
23:00;40.6783;55.25;20.6992;72.2
00:00;39.7436;52.48;17.8058;66.8
