CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
23:00;66.3437;99.51;24.3771;103.4
00:00;67.4378;99.47;49.6902;142.9
01:00;64.9671;102.3;31.4338;112.7
02:00;53.5456;100.8;26.0938;93.2
03:00;49.1883;77.01;25.5507;88.1
04:00;39.3904;59.87;18.6021;67.7
05:00;26.6103;42.85;8.43976;39.4
06:00;25.4206;42.06;7.80864;37.3
07:00;26.136;43.38;9.26071;40.2
08:00;29.9095;57.19;17.9561;57.3
09:00;41.595;63.14;27.1766;82.9
10:00;38.8662;68.14;24.0792;75.5
11:00;29.7916;63.47;21.3521;62.3
12:00;33.1015;79.21;22.0528;66.7
13:00;25.3637;69.76;15.2515;48.7
14:00;30.8852;73.18;19.6655;60.8
15:00;35.8181;75.77;21.0951;67.9
16:00;42.8495;64.32;24.3054;79.7
17:00;44.5666;59.95;29.2564;89.1
18:00;57.1486;69.88;32.519;106.5
19:00;66.9391;84.07;42.3886;131.3
20:00;65.0372;76.62;26.0723;104.7
21:00;71.7324;81.96;28.8369;115.5
22:00;65.9651;68.77;26.0654;105.7
23:00;65.2401;111.9;36.0089;119.9
00:00;43.6855;81.47;18.147;71.2
