CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
23:00;25.3542;56.35;10.3906;41.2
00:00;29.2239;71.34;7.62021;40.8
01:00;23.9818;68.46;8.11451;36.3
02:00;20.9608;66.12;5.04827;28.6
03:00;20.0213;58.03;3.95715;26.1
04:00;14.1461;52.05;2.77977;18.4
05:00;13.4483;44.1;4.13069;19.6
06:00;12.1194;41.43;6.02474;21.2
07:00;20.0001;36.64;8.49311;32.9
08:00;29.5638;53.2;9.6071;44.2
09:00;33.6544;63.41;17.5872;60.5
10:00;24.3456;46.39;18.0832;51.8
11:00;17.6148;41.08;14.5047;39.6
12:00;17.311;59.46;14.8635;39.9
13:00;22.4432;79.46;20.6049;53.7
14:00;26.7069;97.81;21.8672;60
15:00;28.6943;105.9;21.5308;61.4
16:00;30.8671;75.384;16.5047;56
17:00;30.779;81.99;19.2218;60
18:00;31.6022;85.77;18.944;60.3
19:00;28.5892;68.247;21.9659;62
20:00;25.5045;55.431;15.9041;49.7
21:00;27.9641;66.069;14.2016;49.6
22:00;26.8997;59.751;15.6595;50.8
23:00;23.5436;52.191;10.0875;38.9
00:00;21.4011;51.903;8.92852;34.9
