CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;50.915;110.5;80.0972;172.7
01:00;89.1231;121.1;321.62;577.9
02:00;74.4597;114;199.979;378.5
03:00;60.9678;85.27;110.476;229
04:00;56.8868;71.93;83.8715;184.4
05:00;57.446;83.92;95.8763;203.2
06:00;55.3736;85.2;83.6702;182.6
07:00;66.8387;95.8;167.488;321.4
08:00;93.2466;115.4;337.966;607
09:00;90.9915;128.1;348.068;620.1
10:00;102.849;146.1;356.224;644.2
11:00;123.108;157.2;363.493;675.6
12:00;107.962;115.1;210.53;428
13:00;90.206;107.4;101.644;244.6
14:00;78.4042;89.21;78.7574;198.2
15:00;82.4306;94.67;79.1807;202.8
16:00;87.1564;96.22;90.3985;224.6
17:00;81.2828;92.93;79.1641;201.7
18:00;76.642;117.1;72.5667;187
19:00;54.0655;79.05;38.9317;113.2
20:00;53.8393;87.12;50.4772;130.6
21:00;51.5231;82.63;55.638;136
22:00;48.3173;86.82;50.1675;124.6
23:00;51.9698;98.67;81.1125;175.3
