CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;59.4361;78.4341;48.8713;134.37
01:00;23.8782;18.593;6.80862;34.3268
02:00;22.7746;18.9988;7.21182;33.8275
03:00;21.5822;24.7437;5.81968;30.5134
04:00;24.984;23.2243;7.65381;36.7173
05:00;29.619;26.7201;7.92087;41.766
06:00;33.1748;25.4038;12.6259;52.5274
07:00;39.861;13.2444;19.9856;70.5045
08:00;55.3843;26.3927;47.9943;128.98
09:00;52.6342;33.4203;46.1626;123.484
10:00;51.7934;36.7407;50.3223;128.955
11:00;39.7664;31.8339;32.8896;90.1944
12:00;34.9593;25.458;25.7312;74.4129
13:00;37.8916;44.915;29.2546;82.754
14:00;37.7875;52.3791;23.9763;74.6418
15:00;53.1828;58.423;55.1226;137.715
16:00;60.1807;59.5568;57.0212;147.485
17:00;63.1454;61.2652;48.2634;137.166
18:00;73.7373;72.9171;70.9844;182.565
19:00;71.9804;70.2975;61.846;166.789
20:00;75.8485;76.8315;81.0321;200.121
21:00;68.4353;82.4342;64.021;166.591
22:00;65.3909;85.0626;63.0604;162.078
23:00;59.3618;79.8946;44.0624;126.921
