CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
23:00;37.2197;28.6172;14.9228;60.1037
00:00;21.3459;18.3093;6.02821;30.5739
01:00;15.8106;27.9923;5.26788;23.8867
02:00;14.9561;10.0807;4.50028;21.8605
03:00;8.18708;5.80999;2.32739;11.7498
04:00;10.3954;4.09582;2.40706;14.0861
05:00;11.8188;6.87806;2.15973;15.1186
06:00;21.3778;6.13713;7.28594;32.5438
07:00;34.8271;8.18518;17.3111;61.3582
08:00;55.713;20.5949;31.9932;104.775
09:00;37.6728;35.408;20.3486;68.8777
10:00;29.4634;51.2752;19.9399;60.0389
11:00;24.8502;44.6989;17.2089;51.2432
12:00;25.2549;61.4125;16.2837;50.2123
13:00;31.1072;46.9712;22.3442;65.3782
14:00;36.0704;45.155;23.2555;71.6995
15:00;42.3561;42.1685;35.2936;96.4753
16:00;72.8164;68.1863;71.0177;181.708
17:00;83.5592;72.9866;70.407;191.68
18:00;84.5667;75.3334;61.1861;178.389
19:00;46.7086;60.4225;27.8878;89.4689
20:00;38.403;40.0278;20.7826;70.274
21:00;36.2297;31.4941;16.3596;61.3104
22:00;50.053;53.288;23.6116;86.253
23:00;33.4143;30.9235;16.0489;58.026
00:00;17.8591;27.8486;6.16919;27.3219
