CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;35.1457;35.6703;31.9097;84.077
01:00;25.3595;18.9655;14.9948;48.3439
02:00;20.2959;20.1332;9.74911;35.2424
03:00;18.7679;26.0266;6.99879;29.5107
04:00;17.7853;27.8001;7.01715;28.5382
05:00;17.7418;24.3;7.89212;29.8405
06:00;23.7115;25.7616;18.4296;51.9586
07:00;31.0057;29.8567;46.8314;102.817
08:00;36.9972;43.4129;65.8835;138.009
09:00;36.4618;32.3632;60.8214;129.919
10:00;33.648;40.7021;61.1068;127.328
11:00;32.1413;37.9062;50.305;109.25
12:00;28.0623;34.211;30.0939;74.2047
13:00;30.182;33.4144;36.1173;85.5678
14:00;37.5947;43.1843;48.2721;111.654
15:00;46.5822;55.1919;71.7087;156.533
16:00;61.7603;68.9221;101.826;217.997
17:00;50.31;61.8905;76.2738;167.261
18:00;58.086;66.5732;78.3455;178.26
19:00;51.8635;69.0759;53.6051;134.001
20:00;58.1354;74.0319;49.0888;133.401
21:00;45.231;58.9262;37.6234;102.914
22:00;38.8598;45.0983;37.985;97.0956
23:00;34.5514;42.6833;40.8607;97.1992
