CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;15;3;10;3;1;290;17
01:00;7;2;11;3;0;250;7
02:00;18;3;26;17;2;360;21
03:00;17;3;27;18;2;370;20
04:00;17;2;29;20;2;340;20
05:00;22;2;31;21;4;360;28
06:00;31;3;34;22;19;500;61
07:00;31;4;33;21;26;580;72
08:00;35;5;34;21;32;590;84
09:00;37;6;37;20;26;500;78
10:00;20;5;20;9;9;290;33
11:00;16;9;9;3;4;170;22
12:00;9;5;7;3;1;140;11
13:00;8;3;7;3;2;;11
14:00;10;2;5;3;3;130;14
15:00;8;3;7;3;1;120;10
16:00;11;11;9;3;1;110;13
17:00;9;9;8;3;1;110;10
18:00;8;2;8;3;1;110;9
19:00;10;2;7;3;0;140;11
20:00;11;2;9;3;0;160;12
21:00;21;2;14;3;1;260;23
22:00;24;2;14;3;1;290;26
23:00;20;2;12;3;0;270;21
