CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.3;90;9;138;74;30;1110;136
01:00;11.2;60;8;229;144;103;1790;217
02:00;11.2;50;7;208;141;79;1700;171
03:00;12.1;42;6;190;136;55;1630;126
04:00;10.8;40;6;184;130;53;1720;121
05:00;10.5;38;6;167;121;56;1660;123
06:00;10.2;39;7;171;123;97;1780;187
07:00;11.1;52;8;171;120;220;2030;388
08:00;10.9;64;15;165;113;203;2000;374
09:00;9;78;23;139;75;61;1230;170
10:00;4.6;61;20;120;53;22;780;94
11:00;2.8;71;21;112;41;26;790;111
12:00;2.1;55;42;65;22;17;460;81
13:00;0.6;32;22;54;14;9;400;45
14:00;0.4;31;12;44;14;8;330;43
15:00;0.4;40;10;48;17;12;460;57
16:00;0.4;39;8;48;19;9;440;52
17:00;0.4;52;13;60;24;9;;65
18:00;1.8;61;14;73;30;12;630;79
19:00;2.5;75;15;87;36;13;760;95
20:00;2.9;77;14;99;45;13;760;96
21:00;3.6;83;12;111;52;10;750;99
22:00;4.8;103;14;136;66;37;960;159
23:00;5.5;98;13;134;70;29;1100;143
