CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;2.98694;15.6207;13.0343;52.616;41.1249;3.73061;445.018;521.058;21.3517
00:00;2.53857;11.3223;11.1206;63.1692;45.3559;2.44412;412.576;511.827;15.0697
01:00;2.92581;13.3319;12.0915;64.021;43.5907;3.17759;379.251;507.194;18.2124
02:00;1.83747;13.0217;12.5977;51.1488;38.01;2.96336;383.043;491.736;17.5661
03:00;1.68892;10.809;11.3911;51.9748;37.0612;2.034;352.922;463.174;13.9452
04:00;1.95896;10.9647;11.3881;49.2783;35.7587;2.06933;398.651;443.356;14.1498
05:00;1.64736;10.9753;8.9882;46.0765;33.7799;2.10985;362.083;407.07;14.2178
06:00;1.48668;9.40771;11.2152;39.1877;30.9485;1.37205;435.498;396.13;11.5173
07:00;1.39195;9.97098;14.4944;42.8393;31.6641;1.55078;401.541;390.696;12.342
08:00;1.41584;12.0503;14.1501;46.6029;32.6082;1.73472;566.499;409.936;14.7073
09:00;1.61015;11.3388;21.1799;49.6642;34.8124;2.97756;419.783;415.002;15.913
10:00;2.85693;10.0549;18.3795;45.5389;34.1053;4.2301;520.611;432.198;16.5549
11:00;3.55347;15.2307;19.5802;58.1965;43.9835;8.58698;478.25;447.865;28.4107
12:00;2.62278;10.7213;20.7284;55.151;40.6959;5.72962;469.425;456.711;19.5068
13:00;2.66283;11.7947;18.7844;55.9224;42.8992;5.5204;405.075;462.085;20.2619
14:00;3.09454;12.1725;15.6818;53.3908;43.4798;4.13727;387.422;456.076;18.5141
15:00;2.72946;13.9755;16.9844;57.7292;45.3869;3.45107;393.965;455.129;19.265
16:00;4.54338;16.7462;17.461;61.9867;48.0958;2.63602;428.621;437.894;20.7885
17:00;7.2998;21.4049;18.7807;86.1297;64.7954;4.45006;476.295;444.958;28.2465
18:00;8.84135;20.0419;18.2095;78.854;59.4397;3.55395;561.098;450.019;25.496
19:00;9.20597;25.2341;18.2302;88.6406;68.4672;6.91739;520.423;455.29;35.8507
20:00;5.92482;19.7831;20.5001;96.6948;69.715;2.98345;624.891;474.724;24.3652
21:00;9.09326;23.7159;26.0403;86.5794;65.6224;4.46599;688.422;510.142;30.5623
22:00;9.18131;30.5697;28.6109;94.8353;73.617;7.93092;678.102;546.477;42.7492
23:00;7.29011;29.3635;24.6593;100.406;76.6648;7.68741;723.104;587.619;41.1624
00:00;7.3444;23.7616;23.1608;96.5107;71.5246;4.85672;754.559;628.362;31.2159
