CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;50;2;67;47;15;810;73
01:00;29;2;58;43;6;680;36
02:00;27;1;35;24;15;430;50
03:00;24;1;34;24;18;430;51
04:00;22;1;31;22;16;410;46
05:00;25;1;34;26;13;400;44
06:00;28;1;37;28;14;390;49
07:00;28;1;37;27;19;390;56
08:00;26;1;44;32;18;420;52
09:00;24;2;36;24;13;440;44
10:00;25;2;34;23;17;450;51
11:00;27;4;34;22;15;490;49
12:00;30;6;32;19;10;500;45
13:00;28;6;25;12;6;390;37
14:00;20;3;13;4;4;210;26
15:00;20;3;8;3;5;190;27
16:00;17;7;8;3;3;210;21
17:00;24;12;10;3;3;190;28
18:00;15;6;8;3;2;140;18
19:00;18;6;7;3;2;170;21
20:00;16;4;14;3;1;210;17
21:00;43;2;39;23;7;500;53
22:00;25;2;77;56;2;750;29
23:00;56;1;91;68;25;910;95
