CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;38;1;19;10;11;340;54
01:00;34;1;20;10;13;310;53
02:00;21;1;27;15;8;330;33
03:00;27;1;38;23;6;270;37
04:00;24;2;15;7;4;190;30
05:00;27;1;14;7;4;180;32
06:00;17;2;15;7;4;180;22
07:00;27;3;17;6;19;380;56
08:00;33;3;16;4;24;260;71
09:00;27;7;11;3;15;240;50
10:00;24;;7;3;13;300;44
11:00;20;8;7;3;8;330;34
12:00;18;4;4;3;7;340;30
13:00;21;4;6;3;9;340;34
14:00;25;4;10;3;10;390;39
15:00;23;7;10;3;9;390;37
16:00;20;6;10;3;8;360;32
17:00;24;6;9;3;10;360;39
18:00;17;2;7;3;6;270;28
19:00;17;2;8;3;6;;28
20:00;18;2;7;3;6;290;28
21:00;22;2;7;3;5;210;30
22:00;36;3;11;4;11;290;54
23:00;43;3;17;8;15;350;67
