CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;2.72566;80.5527;5.14045;37.631;21.4702;36.093;722.381;604.605;135.914
01:00;2.19699;61.4057;5.72713;34.8083;20.9529;6.48094;583.212;632.895;71.3427
02:00;1.74928;45.965;5.60595;33.054;20.7047;4.28195;541.528;647.815;52.5236
03:00;1.94623;52.2818;5.43305;34.6383;21.8415;19.2935;606.227;659.109;81.8769
04:00;1.24274;43.0866;5.37985;30.7002;19.9936;14.0634;498.245;651.662;64.6737
05:00;0.91;29.9023;5.09094;33.5669;17.675;3.66791;355.574;614.626;35.5334
06:00;2.01644;41.3819;5.1072;37.1715;16.9334;12.6266;472.857;569.959;60.75
07:00;2.3;54.5115;5.38502;30.4833;14.8454;19.6001;571.012;543.88;84.6226
08:00;1.87815;46.3499;4.70598;21.1189;10.4922;13.3107;473.579;512.779;66.7743
09:00;1.65524;39.6448;5.03479;22.9557;12.1047;12.2358;444.651;495.459;58.4172
10:00;1.3671;32.2904;5.24316;10.9406;7.47751;15.9228;423.419;480.695;56.7183
11:00;1.58052;32.0507;5.45743;13.8037;9.58802;17.2786;439.593;459.866;58.5559
12:00;0.93;19.7687;5.32222;10.9423;7.50508;8.48237;340.649;440.167;32.7808
13:00;1.76935;26.1932;4.63062;21.7917;14.5409;10.596;406.125;446.486;42.4617
14:00;0.93;24.0342;4.60623;15.7438;10.1842;9.70443;380.855;434.985;38.921
15:00;0.9359;23.2291;4.07645;13.1556;8.47659;9.23507;348.254;407.141;37.3912
16:00;0.93;18.9493;4.47841;17.8673;10.8801;3.6454;326.53;388.759;24.5401
17:00;0.93;29.99;4.12891;16.1954;9.26337;8.07467;367.593;379.127;42.3724
18:00;1.66103;37.9258;4.04689;16.0759;8.8931;12.7963;421.847;378.931;57.5584
19:00;1.60076;27.4951;3.56071;23.5283;13.9504;4.52696;417.908;376.22;34.4404
20:00;2.94096;45.4513;4.13482;22.3194;13.6144;10.0505;499.597;396.089;60.8802
21:00;2.68723;50.4357;4.26561;26.4517;15.8267;12.7288;515.05;409.704;69.9643
22:00;1.89;46.5598;4.53678;26.7311;17.9161;11.2237;489.167;423.243;63.773
23:00;1.89;48.418;5.30374;26.5844;17.9108;13.1281;498.808;442.062;68.5221
00:00;1.58647;39.3207;5.56901;27.5577;18.7799;6.32368;448.709;457.335;49.0169
01:00;1.07868;26.7634;4.67421;25.6866;18.2509;3.04337;418.458;463.693;31.4359
