CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;1.85809;23.7334;3.58417;20.6427;14.8163;3.41747;368.269;345.435;28.9915
01:00;1.16884;15.8667;3.92111;22.512;16.803;2.58233;382.352;355.821;19.8309
03:00;0.834155;12.9286;1.64229;22.8659;17.1799;2.46186;372.938;364.189;16.716
04:00;3.80812;11.9206;1.59205;24.2336;18.0423;2.42749;370.311;374.959;15.6457
05:00;0.431283;15.8072;1.30906;25.851;18.8618;3.47982;384.174;385.767;21.1525
06:00;0.606864;14.9719;1.43614;25.6008;18.4771;3.41366;335.267;384.723;20.2124
07:00;0.679976;13.9165;1.96962;23.6686;17.4204;4.40018;345.085;375.765;20.6737
08:00;0.541329;16.8381;1.4391;23.5037;17.6646;6.26098;368.019;365.802;26.444
09:00;0.327866;15.9002;1.94376;22.6741;17.2752;4.97414;357.861;364.501;23.5347
10:00;4.18138;8.29179;1.99474;15.994;12.2231;2.49158;329.49;357.893;12.1061
11:00;1.1552;4.59067;1.89943;13.4005;10.1639;1.25982;308.404;349.826;6.52439
12:00;0.434124;3.74151;2.32429;14.094;11.3507;1.12057;292.411;340.089;5.4478
13:00;0.253302;3.5077;2.47872;16.4995;13.272;1.08731;299.524;329.508;5.16882
14:00;0.282471;3.06399;2.65531;15.1419;12.1682;1.00661;299.229;325.003;4.60183
15:00;0.359118;3.53161;3.2664;14.5981;11.3776;0.885024;299.414;319.294;4.88134
16:00;2.21096;5.23896;3.2028;16.549;13.0764;1.14828;290.955;309.661;6.99308
18:00;1.19984;4.44507;3.5383;17.4827;14.0727;1.01734;283.822;300.406;6.01001
19:00;0.885549;9.86417;3.177;24.8909;19.4159;1.60898;341.02;301.847;12.3266
20:00;1.0694;6.8767;3.3417;20.8766;16.4383;1.79152;430.962;317.167;9.62186
21:00;1.04667;8.14247;3.5146;39.376;27.0795;1.60066;315.95;320.109;10.5975
22:00;0.38412;11.4621;4.2639;67.3843;40.0924;1.9325;329.581;323.867;14.4346
23:00;0.561532;18.7825;3.5545;45.5136;32.2201;2.65957;382.792;334.312;22.8625
00:00;0.397442;21.0605;2.78314;31.4464;14.6293;5.9042;387.294;345.297;30.1127
01:00;0.606486;22.9571;3.1725;17.193;13.0285;2.94846;365.599;354.627;27.4824
