CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;3.8688;33.1741;5.20281;37.3352;24.7966;2.211;380.096;283.256;36.5617
01:00;9.66415;37.439;8.32757;49.8554;34.0146;1.95052;563.8;324.576;40.4249
02:00;5.6505;19.9948;8.94381;35.2477;24.5427;1.5815;411.327;347.126;22.4381
03:00;8.72541;28.737;11.1221;46.2924;32.8703;2.00178;866.461;423.278;31.8265
04:00;4.75415;27.0918;12.939;38.7221;28.1731;1.88574;950.952;508.384;29.9794
05:00;12.8879;27.4032;12.1639;44.0961;31.6919;1.95571;931.697;589.679;30.4061
06:00;11.3401;38.7218;17.8201;59.6326;43.771;3.76767;1034.92;681.211;44.5059
07:00;3.42937;38.4827;19.4257;53.9494;33.4526;10.2576;386.186;690.68;54.2075
08:00;7.8673;37.0054;16.595;55.6361;27.7066;9.67291;458.487;700.479;51.846
09:00;1.66968;26.5918;18.3728;69.0295;24.8976;6.3403;436.459;684.561;36.322
10:00;0.624146;17.8063;9.45364;58.8145;22.9392;4.14177;336.282;675.18;24.166
11:00;0.424455;9.38433;7.44608;38.2392;16.8782;1.93874;305.358;605.043;12.3553
12:00;0.3;7.32254;4.95381;31.9401;15.283;1.33083;304.736;524.266;9.34554
13:00;0.384769;5.63804;5.82939;31.5112;14.51;1.08004;291.222;444.206;7.28853
14:00;0.34779;4.40256;6.31927;26.5983;13.5344;0.949798;277.896;349.578;5.85803
15:00;0.80255;5.40263;6.24169;27.9729;14.0253;1.17253;280.145;336.323;7.20563
16:00;0.3;7.04197;6.8062;27.4905;12.8578;1.24007;272.744;313.105;8.95178
17:00;1.51292;6.3485;6.15524;27.6925;12.8686;1.10498;277.925;293.288;8.04788
18:00;1.00585;7.99847;6.93624;36.1624;13.962;1.23626;287.2;287.153;9.88649
19:00;0.783609;17.3026;6.25056;49.0427;19.7434;1.77767;407.991;299.982;20.0328
20:00;0.744465;21.195;6.52247;46.7879;20.7992;1.82408;422.469;314.699;23.9917
21:00;1.49759;46.4136;6.96506;55.3073;27.0753;6.32021;637.648;358.002;56.1094
22:00;2.1515;45.6777;6.90669;56.2203;34.3237;5.81691;698.468;410.574;54.6108
23:00;1.82878;47.986;7.0855;79.357;52.0871;14.0734;790.477;474.365;69.5875
00:00;1.83113;39.2914;6.88378;40.3732;28.2673;3.909;545.335;508.439;45.2897
01:00;0.850534;40.7628;6.45449;41.123;28.6907;8.17097;550.137;542.466;53.3132
