CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;17;342;317;200;1780;351
01:00;44;6;208;189;109;880;211
02:00;45;8;206;186;99;890;196
03:00;50;22;235;215;113;;223
04:00;48;41;227;210;63;930;143
05:00;47;45;222;207;52;820;126
06:00;48;47;230;214;67;960;150
07:00;50;40;228;211;94;1060;195
08:00;52;34;243;224;112;1310;224
09:00;57;40;255;234;121;1360;241
10:00;62;40;262;241;124;1580;252
11:00;71;38;253;231;122;1350;256
12:00;77;39;229;205;90;870;215
13:00;72;31;166;144;55;;155
14:00;74;28;170;152;43;;138
15:00;79;28;185;164;51;280;157
16:00;84;25;178;154;91;400;223
17:00;83;25;179;157;102;650;239
18:00;74;19;195;168;105;550;234
19:00;71;10;209;178;187;780;357
20:00;64;5;241;213;175;870;331
21:00;70;11;326;294;284;2300;503
22:00;60;13;299;270;259;1410;455
23:00;51;13;375;348;271;2350;466
