CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.4;64;3;72;34;12;660;82
01:00;1.9;58;2;66;34;20;650;88
02:00;1.9;40;3;60;35;7;310;50
03:00;0.6;39;3;56;33;7;270;50
04:00;1.7;33;3;53;32;9;;46
05:00;1.4;29;3;55;32;15;470;51
06:00;1.8;24;3;61;33;31;460;71
07:00;2.6;32;2;69;30;54;660;114
08:00;2.9;41;2;104;22;15;430;63
09:00;0.4;24;3;67;17;6;330;34
10:00;0.4;13;2;51;15;2;240;16
11:00;0.4;12;2;42;12;2;270;15
12:00;0.4;7;2;31;9;1;270;8
13:00;0.4;8;2;29;9;1;320;9
14:00;0.4;6;2;22;8;1;340;8
15:00;0.4;9;2;25;8;2;350;11
16:00;0.4;22;4;39;9;7;470;33
17:00;0.4;29;5;26;8;8;450;41
18:00;0.4;37;6;36;13;8;470;49
19:00;0.4;39;4;36;14;6;540;47
20:00;0.4;49;4;39;13;8;590;61
21:00;0.7;51;4;57;24;4;570;56
22:00;2.1;44;4;92;45;1;580;46
23:00;1.1;45;3;77;39;8;640;57
