CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;21;3;5;5;1;22
01:00;21;3;5;5;3;25
02:00;13;2;21;8;5;21
03:00;15;2;25;11;10;30
04:00;15;2;21;9;10;29
05:00;;2;21;8;;
06:00;;;18;8;;
07:00;25;2;18;9;17;50
08:00;23;2;20;11;14;44
09:00;20;3;16;7;10;35
10:00;16;3;16;6;6;24
11:00;8;3;7;5;3;12
12:00;7;3;5;5;1;9
13:00;14;4;5;5;4;19
14:00;20;5;6;5;6;29
15:00;18;6;5;5;5;25
16:00;19;10;5;5;4;25
17:00;16;4;6;5;3;20
18:00;18;4;11;5;4;24
19:00;19;4;8;5;4;23
20:00;25;3;8;5;4;31
21:00;28;4;5;5;4;34
22:00;22;3;5;5;4;26
23:00;19;3;5;5;2;22
