CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5;2;23;14;0;270;6
01:00;4;2;24;14;0;260;5
02:00;16;2;22;18;2;350;19
03:00;9;2;18;14;1;310;10
04:00;11;2;21;16;2;330;14
05:00;13;1;26;20;2;340;17
06:00;23;2;28;21;8;410;35
07:00;24;2;30;21;9;420;38
08:00;27;1;32;23;12;450;45
09:00;8;2;27;20;2;290;10
10:00;7;1;10;8;2;280;9
11:00;15;2;9;7;3;320;18
12:00;10;1;9;8;3;320;14
13:00;4;1;10;9;1;280;6
14:00;4;1;9;8;2;280;6
15:00;5;2;9;7;1;270;6
16:00;7;2;9;7;2;280;8
17:00;6;1;11;9;1;270;7
18:00;7;2;12;9;1;280;8
19:00;6;2;17;9;1;260;7
20:00;8;1;19;10;1;280;9
21:00;10;1;22;12;1;300;11
22:00;10;2;23;15;1;310;11
23:00;10;1;23;16;0;300;11
