CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;19;71;57;7;810;56
01:00;21;7;50;38;2;530;23
02:00;29;10;58;42;2;550;31
03:00;;;51;32;;;
04:00;42;11;49;30;3;680;46
05:00;31;10;39;26;2;570;33
06:00;28;10;31;19;2;640;30
07:00;42;9;23;14;12;540;60
08:00;48;9;31;18;14;610;69
09:00;43;11;37;25;16;590;67
10:00;25;16;52;29;8;580;38
11:00;45;13;42;29;19;640;73
12:00;32;9;21;15;10;550;47
13:00;20;13;13;8;9;460;33
14:00;22;12;17;13;11;530;39
15:00;26;10;25;19;10;540;42
16:00;28;11;36;28;8;560;42
17:00;30;15;41;32;9;560;44
18:00;37;15;45;36;8;610;49
19:00;39;15;48;39;7;620;48
20:00;44;12;51;40;7;660;56
21:00;55;18;54;43;11;700;71
22:00;60;25;60;47;11;790;76
23:00;47;22;69;55;11;810;63
