CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3;36;10;52;45;6;590;45
01:00;1;13;10;28;20;1;290;14
02:00;1;12;10;28;21;2;320;14
03:00;1;14;10;29;21;1;330;15
04:00;1;16;14;29;21;1;340;17
05:00;1;17;13;31;21;2;370;20
06:00;1;23;19;36;22;5;340;31
07:00;1;30;15;42;25;10;450;44
08:00;1.5;34;14;47;27;13;570;53
09:00;2;38;9;43;31;18;540;64
10:00;2;38;15;45;35;18;550;65
11:00;2;40;16;49;39;19;570;68
12:00;2.5;37;15;51;41;18;590;63
13:00;2;38;18;58;47;19;620;67
14:00;2;43;17;59;47;22;640;76
15:00;3;47;17;62;51;25;700;85
16:00;3.5;51;16;64;52;22;740;84
17:00;3.5;49;15;65;54;19;720;77
18:00;3;52;14;67;57;21;780;83
19:00;4;51;16;67;58;17;740;76
20:00;4;47;15;63;53;13;730;66
21:00;3;44;14;55;47;10;670;59
22:00;3;42;13;50;44;10;620;56
23:00;3;40;10;54;47;9;680;52
