CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;8.6592;19.8697;4.70091;192.238;131.922;90.1432;1731.46;1430.93;158.149
01:00;3.16288;20.243;8.42048;59.0818;40.8198;1.89146;520.169;827.321;23.1521
02:00;3.2608;14.7551;7.49834;61.0666;42.5214;1.37447;457.722;809.743;16.8477
03:00;2.812;15.7164;6.9028;63.0384;43.6386;1.36824;475.708;773.415;17.8228
04:00;3.032;16.904;7.27668;70.6023;48.7879;1.64639;492.643;704.04;19.4265
05:00;2.2832;20.3745;6.28139;70.0968;48.048;2.2834;497.497;635.124;23.8737
06:00;3.77344;26.0173;5.92303;72.8215;48.0378;24.4776;579.545;607.147;63.569
07:00;4.04992;23.7239;6.39444;88.8405;55.5261;103.371;888.3;604.08;182.301
08:00;4.07424;28.3214;6.48237;116.599;68.4324;156.378;1030.08;617.708;268.227
09:00;4.50048;31.6469;6.67966;107.429;57.2481;81.215;797.404;652.362;156.236
10:00;5.77408;35.1891;21.1981;132.819;74.0159;55.6477;1010.49;721.458;120.557
11:00;3.52934;37.6781;22.5791;85.6016;48.5046;40.9633;977.115;784.134;100.531
12:00;3.17866;35.8927;23.3763;82.0086;40.0628;23.1183;1012.2;849.079;71.3475
13:00;1.6552;24.7287;20.1629;53.3329;31.6874;8.4893;692.56;873.462;37.7461
14:00;1.2404;17.5922;17.3588;45.6483;28.3053;3.82968;551.437;869.948;23.4704
15:00;1.54616;14.416;11.4255;47.631;31.5274;1.80954;399.343;808.829;17.1904
16:00;1.6772;20.4346;9.17193;65.9938;43.2485;2.10674;409.061;731.201;23.6649
17:00;4.0648;22.355;7.82493;118.655;80.3475;1.43509;499.3;693.938;24.5555
18:00;4.92736;33.5758;6.63458;77.7647;52.1198;13.1704;557.443;637.307;53.8122
19:00;9.5712;57.6004;5.95333;132.571;85.057;150.39;1325.31;680.832;288.192
20:00;10.704;46.115;5.79299;161.86;107.173;162.582;1563.92;749.797;295.497
21:00;12.7056;37.5745;5.77821;188.114;126.203;175.4;1811.27;889.636;306.643
22:00;13.1936;29.4586;5.18858;195.297;133.105;172.641;1941.58;1063.4;294.305
23:00;10.1;22.1063;4.73564;209.412;143.147;122.137;2017.14;1265.63;209.473
