CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;8.1;63;13;110;87;1490;196
01:00;8.2;70;20;102;31;1200;117
02:00;;38;7;98;51;;116
03:00;;31;6;75;36;;87
04:00;;27;5;69;33;;77
05:00;;28;7;93;48;;101
06:00;;31;8;111;118;;212
07:00;;52;10;133;112;;223
08:00;;63;11;97;100;;216
09:00;;71;12;99;68;;176
10:00;;50;17;76;24;;86
11:00;;47;15;40;19;;76
12:00;;46;18;28;16;;71
13:00;;48;16;15;18;;75
14:00;;33;15;23;12;;52
15:00;;36;20;16;11;;53
16:00;;44;45;37;17;;70
17:00;;46;50;43;15;;70
18:00;1.4;46;18;36;14;410;67
19:00;1.1;79;14;24;41;750;142
20:00;2.8;96;19;82;160;1580;341
21:00;5.5;77;16;101;112;1270;248
22:00;5.8;82;18;151;72;1390;193
23:00;8.5;76;15;128;81;1460;200
