CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.1;25;13;33;23;2;330;28
01:00;3.2;43;13;64;52;5;790;50
02:00;3.2;28;11;48;40;0;570;28
03:00;2.3;18;9;41;34;1;450;19
04:00;1.2;18;6;33;26;2;390;21
05:00;1.1;14;9;24;19;1;310;16
06:00;0.8;21;6;16;12;4;310;27
07:00;0.7;33;6;15;11;11;;49
08:00;1.1;32;7;18;13;14;600;54
09:00;1.1;29;8;21;10;13;530;49
10:00;1.1;17;7;12;3;8;410;29
11:00;0.5;16;5;12;5;7;330;27
12:00;0.4;21;4;14;7;9;390;34
13:00;1.1;22;5;14;8;9;390;35
14:00;1.1;23;5;8;5;6;390;31
15:00;1.1;22;4;7;4;7;460;32
16:00;1.1;29;6;22;16;9;520;43
17:00;1.1;36;6;28;22;12;610;53
18:00;1.5;44;10;36;30;12;640;62
19:00;2.1;45;10;46;36;12;650;64
20:00;2.1;47;12;58;43;10;670;62
21:00;3;33;12;35;26;5;480;41
22:00;2.5;27;14;30;19;3;420;32
23:00;1.1;36;15;36;23;5;410;44
