CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;21;1;18;8;8;390;33
01:00;17;2;7;4;1;190;19
02:00;19;1;32;19;7;480;28
03:00;15;1;26;16;6;360;23
04:00;13;1;24;15;5;300;18
05:00;12;2;25;15;4;250;18
06:00;10;2;26;15;8;180;21
07:00;13;2;29;17;10;240;27
08:00;15;2;34;18;5;340;22
09:00;14;2;25;15;2;260;16
10:00;16;2;18;10;5;290;23
11:00;13;3;15;8;5;390;20
12:00;21;23;21;9;7;;32
13:00;15;12;16;5;4;540;21
14:00;15;9;15;4;3;420;19
15:00;13;4;11;4;2;370;15
16:00;14;4;11;4;2;370;17
17:00;8;6;12;4;0;320;8
18:00;6;6;13;4;0;300;6
19:00;14;5;29;15;1;530;15
20:00;25;4;41;23;3;530;29
21:00;25;3;34;19;8;570;37
22:00;22;2;32;18;13;690;40
23:00;28;2;25;13;18;550;54
