CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;34;3;47;25;22;650;68
01:00;23;3;51;27;16;620;47
02:00;7;3;30;14;2;310;10
03:00;15;4;55;27;2;790;18
04:00;24;6;65;33;4;670;30
05:00;11;4;35;18;4;270;16
06:00;18;3;44;21;11;400;34
07:00;21;6;73;38;13;1150;40
08:00;;;83;42;;;
09:00;33;14;106;40;14;1010;54
10:00;22;8;83;22;8;370;33
11:00;21;11;68;19;6;500;29
12:00;13;12;37;10;4;370;18
13:00;13;20;33;9;3;400;18
14:00;18;20;37;10;4;580;23
15:00;16;20;30;8;4;480;21
16:00;6;9;17;5;2;310;9
17:00;9;5;20;6;2;290;11
18:00;15;5;25;8;2;230;18
19:00;8;3;22;7;2;260;10
20:00;17;5;41;19;2;;20
21:00;16;3;34;14;2;390;19
22:00;20;3;28;13;4;410;25
23:00;20;3;52;28;3;470;24
