CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;6;134;101;32;1100;82
01:00;32;9;180;139;60;1640;123
02:00;36;17;196;149;40;1820;97
03:00;31;15;186;142;34;1740;82
04:00;30;14;188;143;35;1800;82
05:00;33;13;187;146;37;1740;88
06:00;30;11;152;117;32;1470;78
07:00;38;15;168;131;38;1620;96
08:00;34;13;143;110;24;1270;70
09:00;26;11;119;85;6;910;35
10:00;27;17;130;88;9;1050;41
11:00;22;13;111;82;5;780;29
12:00;23;9;122;88;11;;38
13:00;18;11;79;59;4;460;25
14:00;17;12;74;53;5;480;25
15:00;14;8;61;47;3;360;19
16:00;17;5;64;49;3;360;21
17:00;22;6;79;55;2;320;25
18:00;25;6;85;58;2;320;27
19:00;29;6;118;74;7;400;39
20:00;36;4;110;77;25;600;74
21:00;29;3;134;97;29;720;73
22:00;31;4;167;125;54;1190;113
23:00;35;7;188;144;85;1780;165
