CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;41;2;63;36;20;750;73
01:00;34;3;57;30;27;800;76
02:00;31;2;40;19;20;580;61
03:00;28;1;54;26;19;570;57
04:00;20;2;44;20;23;450;56
05:00;17;2;;;21;500;49
06:00;14;1;41;21;24;;51
07:00;22;2;50;25;57;720;109
08:00;47;2;54;20;47;640;119
09:00;45;3;47;14;23;450;80
10:00;46;8;38;11;17;410;73
11:00;37;9;28;6;8;280;50
12:00;30;10;30;9;6;240;40
13:00;17;7;39;18;3;250;21
14:00;17;6;19;5;3;160;22
15:00;12;5;21;5;2;130;15
16:00;12;4;20;5;2;140;15
17:00;15;3;17;4;2;140;18
18:00;14;3;17;5;2;160;17
19:00;;;46;21;;;
20:00;29;3;42;17;4;310;35
21:00;29;3;;;5;790;36
22:00;37;3;;;14;780;59
23:00;42;3;52;26;38;680;100
