CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.386772;20.9867;1.25158;12.9246;9.91677;3.8896;240.308;262.914;26.9579
01:00;0.543728;18.3791;1.67644;14.0514;10.9639;2.22451;204.675;256.041;21.7944
02:00;;18.5998;2.24021;20.3395;14.7533;2.45081;304.199;359.967;22.3597
03:00;1.38786;17.5975;2.96358;22.3862;15.8093;2.02153;294.497;354.048;20.7034
04:00;2.32354;20.6344;2.86974;23.1422;15.9449;2.65576;291.772;341.827;24.6984
05:00;0.443089;19.1454;4.51377;23.5499;13.0554;2.49123;262.793;327.829;22.9682
06:00;2.85205;32.3037;4.35122;25.9722;12.6831;13.0419;350.375;318.386;52.3115
07:00;0.586155;34.4191;6.28563;22.417;11.3076;13.5694;323.13;309.753;55.2304
08:00;0.870394;44.1026;8.1329;21.3093;9.47159;24.9649;316.875;307.803;82.4041
09:00;0.588934;30.3285;9.2478;17.563;7.7325;14.7153;236.787;297.554;52.9088
10:00;2.75526;26.2262;12.7258;15.7864;7.40519;11.4101;210.578;285.851;43.7322
11:00;0.718991;31.3242;18.7588;19.1382;6.7471;14.1964;;284.616;53.1
12:00;0.284113;25.0263;5.97308;17.9518;6.93195;9.68954;;283.423;39.8861
13:00;0.822157;35.1902;12.3357;24.7184;6.99731;18.8401;374.387;302.022;64.1036
14:00;1.42132;23.9864;1.53974;22.2741;7.41587;8.5901;240.25;283.668;37.1542
15:00;1.52032;24.2356;2.73305;20.7597;7.29312;9.46265;228.82;267.949;38.7531
16:00;2.64566;30.9252;6.26346;24.7995;8.07975;14.0921;255.835;257.776;52.531
17:00;2.7127;28.8427;4.98888;;;14.0364;259.657;261.588;50.381
18:00;1.96631;15.2897;3.53696;20.0262;8.26043;4.66932;270.288;271.54;22.4581
19:00;0.449656;24.8833;3.26062;10.2684;7.12765;6.19309;326.289;279.361;34.3814
20:00;0.444731;26.1231;4.09408;9.86917;7.1376;7.00987;252.039;275.946;36.88
21:00;0.598909;31.513;5.67531;10.7111;7.60577;5.96239;240.852;259.254;40.6603
22:00;1.37523;28.1445;2.68502;11.822;8.50609;7.42796;246.988;260.096;39.5348
23:00;1.64128;29.9698;1.77841;13.1852;9.70514;9.07158;266.893;264.855;43.8842
