CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.6;20;2;20;14;2;460;23
01:00;1.5;17;3;18;13;2;410;19
02:00;1.2;15;3;27;18;10;490;30
03:00;0.9;12;2;22;15;8;470;23
04:00;0.8;11;2;20;12;6;490;20
05:00;1.5;7;2;20;12;7;530;16
06:00;3.6;11;2;52;36;26;630;49
07:00;5.3;11;2;78;56;42;760;75
08:00;2.4;19;1;33;22;27;630;59
09:00;2.4;30;2;23;12;23;600;64
10:00;3.8;44;7;25;11;28;610;86
11:00;2;37;14;18;10;15;470;60
12:00;1.5;30;20;16;9;9;450;43
13:00;1.5;31;20;14;8;8;450;43
14:00;1.6;29;15;15;8;6;440;38
15:00;1.5;18;9;14;7;3;410;23
16:00;1.2;10;3;14;7;1;390;10
17:00;1.8;23;3;30;12;5;490;31
18:00;2.5;14;2;11;7;2;380;16
19:00;1.4;31;2;12;9;7;510;41
20:00;1.7;40;2;13;10;6;520;49
21:00;1.9;;;14;10;;;
22:00;2;33;1;15;11;7;500;44
23:00;2.3;25;2;18;13;5;490;32
