CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;29;3;58;31;8;430;42
01:00;30;3;60;32;12;460;48
02:00;19;3;51;27;18;640;45
03:00;15;3;51;25;19;630;44
04:00;13;3;57;29;22;590;47
05:00;11;3;62;32;23;570;46
06:00;9;3;62;32;32;570;58
07:00;16;2;60;31;47;640;88
08:00;30;3;46;21;27;560;71
09:00;53;2;48;18;21;560;85
10:00;55;3;41;12;17;470;80
11:00;42;10;32;10;9;310;55
12:00;34;15;29;8;7;500;45
13:00;25;13;31;8;5;490;32
14:00;17;15;33;8;3;520;21
15:00;12;8;31;8;2;560;15
16:00;10;7;37;13;2;580;13
17:00;24;16;51;15;2;630;26
18:00;27;7;35;7;4;410;33
19:00;18;4;42;11;2;;21
20:00;47;3;54;21;6;490;56
21:00;34;4;77;41;2;520;37
22:00;29;3;59;29;5;350;37
23:00;41;3;57;28;15;570;62
