CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;39;6;56;35;75;1200;154
01:00;33;6;61;41;43;1010;99
02:00;8;4;26;16;1;290;10
03:00;6;4;24;14;1;280;8
04:00;10;4;23;13;2;260;13
05:00;14;5;23;13;3;280;18
06:00;20;5;26;14;7;390;32
07:00;28;6;29;17;18;470;56
08:00;23;4;36;22;18;530;51
09:00;26;6;47;29;22;580;60
10:00;28;8;52;32;23;670;63
11:00;22;12;46;29;16;550;47
12:00;20;16;43;26;11;;37
13:00;20;15;40;22;9;360;35
14:00;16;13;41;23;7;330;28
15:00;22;11;47;25;7;370;33
16:00;23;13;51;29;7;400;33
17:00;16;13;40;24;5;300;24
18:00;12;8;34;18;4;290;19
19:00;17;7;32;16;5;310;24
20:00;25;7;34;18;6;420;35
21:00;33;5;50;31;8;570;45
22:00;32;5;55;35;6;780;41
23:00;41;7;59;37;67;1100;144
