CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.9;35;8;6;490;44
01:00;1.3;18;6;3;330;22
02:00;2.1;16;2;3;290;19
03:00;1;13;2;2;280;16
04:00;1;13;2;3;260;17
05:00;1;22;2;4;320;28
06:00;1.2;34;2;16;430;58
07:00;1.5;45;3;45;690;113
08:00;2.2;50;4;50;810;127
09:00;2.4;53;5;64;800;151
10:00;2.3;49;7;52;770;127
11:00;2.1;45;11;38;610;103
12:00;2.3;46;11;37;630;101
13:00;2.4;50;13;41;610;112
14:00;2.3;43;10;24;460;79
15:00;1.3;35;6;22;;68
16:00;1.2;39;6;23;510;74
17:00;1.1;49;8;22;470;83
18:00;1.4;60;7;32;660;109
19:00;2;75;8;42;820;139
20:00;2.4;68;9;28;640;110
21:00;2.4;65;11;27;720;105
22:00;3.3;63;13;25;770;102
23:00;2.7;46;11;11;610;63
