CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;8.2;25;4;186;119;75;1550;140
01:00;2.4;41;17;78;60;14;660;62
02:00;3.9;38;16;88;70;17;850;64
03:00;4.2;35;14;89;70;13;840;54
04:00;3.9;35;16;85;66;16;810;60
05:00;3.6;35;16;80;60;24;840;71
06:00;2.1;36;14;42;31;27;660;77
07:00;2.8;37;13;38;26;33;650;88
08:00;2.3;41;14;41;27;54;700;122
09:00;2.1;39;18;40;26;39;490;98
10:00;1.3;36;15;42;29;35;460;89
11:00;1.3;38;19;39;26;29;420;82
12:00;1.3;41;21;37;25;22;400;74
13:00;1.3;41;18;40;28;25;390;80
14:00;1.3;43;17;38;25;34;410;95
15:00;1.5;45;17;38;25;44;530;113
16:00;1.6;47;14;43;29;50;560;123
17:00;2.5;49;11;50;38;57;;135
18:00;2.8;48;10;58;45;62;780;142
19:00;3.1;46;11;71;54;74;900;159
20:00;3.4;38;8;85;64;80;1010;160
21:00;4.7;40;6;120;83;158;1510;282
22:00;6.4;32;5;228;140;173;1780;296
23:00;9.3;26;4;380;219;162;2040;272
