CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;33;1;25;17;3;440;37
01:00;0.4;28;1;31;19;6;400;36
02:00;1.2;34;2;45;28;8;460;46
03:00;1.8;28;2;41;25;7;500;40
04:00;1.9;26;1;38;24;7;490;36
05:00;1.9;21;2;38;25;7;490;31
06:00;1.9;29;3;54;34;21;620;62
07:00;2.3;39;3;40;25;33;730;89
08:00;1.5;37;5;55;27;28;740;80
09:00;1.8;43;5;59;23;22;660;77
10:00;0.4;51;5;66;24;26;690;91
11:00;1.5;41;6;55;22;19;550;69
12:00;1.3;36;7;54;27;10;560;51
13:00;1.3;20;9;68;24;3;700;25
14:00;1.2;27;6;36;15;9;440;41
15:00;1;17;5;34;15;4;430;24
16:00;0.7;22;6;39;15;5;410;29
17:00;0.4;43;3;33;12;11;460;58
18:00;0.4;35;2;32;10;10;390;50
19:00;0.4;27;2;27;9;7;360;37
20:00;0.4;46;3;30;10;10;430;60
21:00;0.4;65;3;34;12;11;560;82
22:00;0.7;43;2;26;13;11;440;59
23:00;0.4;47;2;27;15;7;470;57
