CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.7;21;8;21;15;2;370;24
01:00;0.4;16;6;23;15;2;480;19
02:00;1.2;26;7;40;29;4;620;31
03:00;1.2;25;7;34;25;3;550;29
04:00;0.4;16;7;20;14;2;430;19
05:00;0.4;12;4;10;5;2;330;14
06:00;0.4;20;4;10;5;7;370;30
07:00;0.4;36;4;10;6;23;500;71
08:00;0.7;38;5;13;8;25;480;76
09:00;0.7;35;4;12;7;21;440;66
10:00;0.4;30;6;13;6;16;360;54
11:00;0.4;26;6;10;5;11;320;42
12:00;0.4;37;8;15;9;16;350;61
13:00;0.4;31;7;15;10;12;350;49
14:00;0.4;33;8;21;14;17;260;57
15:00;1;38;8;22;12;17;290;64
16:00;1.2;45;7;26;15;23;430;79
17:00;1.3;49;6;30;19;25;430;86
18:00;1.8;55;6;39;26;26;590;94
19:00;2.1;47;8;40;28;16;530;72
20:00;1.6;40;6;31;23;9;;54
21:00;1.2;30;5;24;17;6;380;38
22:00;1.2;30;7;28;21;6;420;38
23:00;1.5;29;9;29;22;6;390;38
